[2026-09-02T09:27:01.359Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:27:01.567Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:27:01.571Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:27:01.574Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:27:01.574Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-02T09:27:02.473Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T13:24:08.696Z] INFO  [PlanService] detectPlans found 0 plans (0 in registry)
[2026-09-02T13:24:08.697Z] INFO  [references] detectReferences(*) found 0 (0 in registry)
[2026-09-02T13:24:08.697Z] INFO  [SkillProjection] projectActiveSkills: 0 active (0 in registry)
[2026-09-02T13:24:08.698Z] INFO  [NoteService] detectNotes found 0 notes (0 in registry)
[2026-09-02T13:24:08.704Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T13:24:08.704Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T13:24:12.808Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=2, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T13:24:22.494Z] INFO  [PrepareMsgHook] === Prepare-commit-msg hook started (source: message) ===
[2026-09-02T13:24:22.502Z] INFO  [RepoProfile] manual-disable read → false (by=manuallyDisabled, pid=10344, cwd=C:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-, profile=C:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-\.jolli\jollimemory\profile.json, raw: userDisabled=undefined manuallyDisabled=false fence=none)
[2026-09-02T13:24:22.624Z] INFO  [PrepareMsgHook] === Prepare-commit-msg hook finished ===
[2026-09-02T13:24:25.778Z] INFO  [RepoProfile] [trace=422ebd8ed7203c27c4350b70e21acb22] manual-disable read → false (by=manuallyDisabled, pid=16568, cwd=C:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-, profile=C:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-\.jolli\jollimemory\profile.json, raw: userDisabled=undefined manuallyDisabled=false fence=none)
[2026-09-02T13:24:25.867Z] INFO  [PostCommitHook] [trace=422ebd8ed7203c27c4350b70e21acb22] Detected operation: commit
[2026-09-02T13:24:26.031Z] INFO  [PostCommitHook] [trace=422ebd8ed7203c27c4350b70e21acb22] Enqueued: type=commit hash=377b022b
[2026-09-02T13:24:26.032Z] INFO  [QueueWorker] [trace=422ebd8ed7203c27c4350b70e21acb22] Launching background worker
[2026-09-02T13:24:26.051Z] INFO  [QueueWorker] [trace=422ebd8ed7203c27c4350b70e21acb22] Background worker spawned (PID: 31100)
[2026-09-02T13:24:26.071Z] INFO  [EnsureGlobalDaemon] [trace=422ebd8ed7203c27c4350b70e21acb22] spawned global daemon ensure helper (pid 33716)
[2026-09-02T13:29:26.299Z] INFO  [deactivate] Jolli Memory extension deactivating
[2026-09-03T06:23:43.744Z] INFO  [activate] Activating JolliMemory extension {"workspaceRoot":"c:\\Users\\nandi\\main-projects\\Zest_Solution\\Zest-Solution-","extensionPath":"c:\\Users\\nandi\\.antigravity-ide\\extensions\\jolli.jollimemory-vscode-0.99.17-universal"}
[2026-09-03T06:23:44.060Z] INFO  [initialLoad] Loading all panels
[2026-09-03T06:23:44.402Z] INFO  [RepoProfile] manual-disable read → false (by=manuallyDisabled, pid=33324, cwd=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-, profile=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-\.jolli\jollimemory\profile.json, raw: userDisabled=undefined manuallyDisabled=false fence=none)
[2026-09-03T06:23:44.411Z] INFO  [PlanService] detectPlans found 0 plans (0 in registry)
[2026-09-03T06:23:44.411Z] INFO  [NoteService] detectNotes found 0 notes (0 in registry)
[2026-09-03T06:23:44.411Z] INFO  [references] detectReferences(*) found 0 (0 in registry)
[2026-09-03T06:23:44.411Z] INFO  [SkillProjection] projectActiveSkills: 0 active (0 in registry)
[2026-09-03T06:23:44.413Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-03T06:23:44.956Z] INFO  [Sync:VsCodeBootstrap] Memory Bank sync engine built (auto-sync off — manual only)
[2026-09-03T06:23:44.966Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-03T06:23:44.966Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-03T06:23:45.128Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-03T06:23:45.128Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-03T06:23:45.756Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-03T06:23:45.756Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
